Ward,Precinct,Registered,Votes,RAHM EMANUEL ,%,WILLIE WILSON ,%,ROBERT W. FIORETTI ,%,JESUS ''CHUY'' GARCIA ,%,"WILLIAM WALLS, III ",%
24,37,463,109,35,0.3211,32,0.2936,2,0.0183,34,0.3119,6,0.055
24,38,568,184,52,0.2826,60,0.3261,12,0.0652,53,0.288,7,0.038
24,39,769,253,104,0.4111,58,0.2292,7,0.0277,76,0.3004,8,0.0316
24,40,814,185,64,0.3459,69,0.373,7,0.0378,34,0.1838,11,0.0595
24,41,538,163,66,0.4049,51,0.3129,6,0.0368,29,0.1779,11,0.0675
25,1,647,237,73,0.308,2,0.0084,10,0.0422,151,0.6371,1,0.0042
25,2,760,252,53,0.2103,6,0.0238,9,0.0357,183,0.7262,1,0.004
25,3,828,206,105,0.5097,3,0.0146,37,0.1796,58,0.2816,3,0.0146
25,4,709,199,72,0.3618,40,0.201,24,0.1206,56,0.2814,7,0.0352
25,5,774,247,60,0.2429,2,0.0081,21,0.085,163,0.6599,1,0.004
25,6,695,102,57,0.5588,6,0.0588,7,0.0686,30,0.2941,2,0.0196
25,7,813,267,47,0.176,3,0.0112,7,0.0262,209,0.7828,1,0.0037
25,8,776,269,46,0.171,5,0.0186,11,0.0409,206,0.7658,1,0.0037
25,9,820,281,52,0.1851,3,0.0107,10,0.0356,215,0.7651,1,0.0036
25,10,828,186,128,0.6882,2,0.0108,22,0.1183,33,0.1774,1,0.0054
25,11,838,285,62,0.2175,4,0.014,7,0.0246,209,0.7333,3,0.0105
25,12,742,249,56,0.2249,2,0.008,4,0.0161,187,0.751,0,0
25,13,846,277,52,0.1877,0,0,1,0.0036,224,0.8087,0,0
25,14,737,180,128,0.7111,6,0.0333,8,0.0444,33,0.1833,5,0.0278
25,15,724,266,90,0.3383,2,0.0075,6,0.0226,167,0.6278,1,0.0038
25,16,845,178,112,0.6292,2,0.0112,26,0.1461,37,0.2079,1,0.0056
25,17,762,304,85,0.2796,18,0.0592,13,0.0428,186,0.6118,2,0.0066
25,18,899,293,205,0.6997,17,0.058,10,0.0341,59,0.2014,2,0.0068
25,19,919,276,59,0.2138,3,0.0109,6,0.0217,208,0.7536,0,0
25,20,758,192,72,0.375,53,0.276,39,0.2031,23,0.1198,5,0.026
25,21,928,259,143,0.5521,9,0.0347,43,0.166,62,0.2394,2,0.0077
25,22,757,260,49,0.1885,1,0.0038,3,0.0115,205,0.7885,2,0.0077
25,23,786,302,63,0.2086,3,0.0099,10,0.0331,225,0.745,1,0.0033
25,24,804,264,38,0.1439,1,0.0038,11,0.0417,212,0.803,2,0.0076
25,25,684,258,128,0.4961,6,0.0233,32,0.124,91,0.3527,1,0.0039
25,26,793,271,53,0.1956,6,0.0221,6,0.0221,205,0.7565,1,0.0037
25,27,818,184,91,0.4946,2,0.0109,36,0.1957,53,0.288,2,0.0109
25,28,794,274,47,0.1715,2,0.0073,5,0.0182,217,0.792,3,0.0109
25,29,746,252,110,0.4365,44,0.1746,40,0.1587,49,0.1944,9,0.0357
25,30,787,244,52,0.2131,2,0.0082,3,0.0123,185,0.7582,2,0.0082
25,31,841,186,129,0.6935,2,0.0108,21,0.1129,33,0.1774,1,0.0054
25,32,736,242,69,0.2851,6,0.0248,9,0.0372,157,0.6488,1,0.0041
26,1,609,167,57,0.3413,3,0.018,6,0.0359,100,0.5988,1,0.006
26,2,593,172,46,0.2674,25,0.1453,7,0.0407,92,0.5349,2,0.0116
26,3,574,168,62,0.369,4,0.0238,12,0.0714,90,0.5357,0,0
26,4,556,142,62,0.4366,16,0.1127,0,0,60,0.4225,4,0.0282
26,5,515,147,46,0.3129,7,0.0476,3,0.0204,88,0.5986,3,0.0204
26,6,634,167,58,0.3473,6,0.0359,10,0.0599,93,0.5569,0,0
26,7,453,121,30,0.2479,4,0.0331,4,0.0331,82,0.6777,1,0.0083
26,8,402,82,21,0.2561,1,0.0122,4,0.0488,56,0.6829,0,0
26,9,593,162,55,0.3395,5,0.0309,9,0.0556,91,0.5617,2,0.0123
26,10,530,150,34,0.2267,9,0.06,8,0.0533,97,0.6467,2,0.0133
26,11,546,172,57,0.3314,8,0.0465,5,0.0291,101,0.5872,1,0.0058
26,12,602,167,59,0.3533,12,0.0719,6,0.0359,89,0.5329,1,0.006
26,13,425,110,51,0.4636,2,0.0182,2,0.0182,54,0.4909,1,0.0091
26,14,432,106,20,0.1887,0,0,5,0.0472,81,0.7642,0,0
26,15,482,82,28,0.3415,7,0.0854,1,0.0122,42,0.5122,4,0.0488
26,16,444,97,35,0.3608,5,0.0515,4,0.0412,51,0.5258,2,0.0206
26,17,445,157,63,0.4013,7,0.0446,24,0.1529,61,0.3885,2,0.0127
26,18,508,151,55,0.3642,7,0.0464,5,0.0331,83,0.5497,1,0.0066
26,19,455,100,32,0.32,14,0.14,5,0.05,48,0.48,1,0.01
26,20,571,172,73,0.4244,12,0.0698,6,0.0349,80,0.4651,1,0.0058
26,21,772,211,60,0.2844,23,0.109,12,0.0569,108,0.5118,8,0.0379
26,22,445,108,43,0.3981,2,0.0185,3,0.0278,58,0.537,2,0.0185
26,23,474,108,41,0.3796,4,0.037,3,0.0278,59,0.5463,1,0.0093
26,24,553,161,65,0.4037,2,0.0124,10,0.0621,83,0.5155,1,0.0062
26,25,511,161,45,0.2795,8,0.0497,12,0.0745,95,0.5901,1,0.0062
26,26,469,94,22,0.234,5,0.0532,5,0.0532,59,0.6277,3,0.0319
26,27,619,185,77,0.4162,12,0.0649,13,0.0703,80,0.4324,3,0.0162
26,28,606,219,103,0.4703,4,0.0183,19,0.0868,91,0.4155,2,0.0091
26,29,387,90,28,0.3111,3,0.0333,2,0.0222,53,0.5889,4,0.0444
26,30,383,131,40,0.3053,5,0.0382,5,0.0382,77,0.5878,4,0.0305
26,31,358,97,41,0.4227,6,0.0619,2,0.0206,46,0.4742,2,0.0206
26,32,604,162,62,0.3827,9,0.0556,25,0.1543,63,0.3889,3,0.0185
26,33,556,167,59,0.3533,12,0.0719,8,0.0479,86,0.515,2,0.012
26,34,586,194,71,0.366,9,0.0464,10,0.0515,102,0.5258,2,0.0103
26,35,541,187,63,0.3369,11,0.0588,8,0.0428,104,0.5561,1,0.0053
26,36,507,148,44,0.2973,6,0.0405,12,0.0811,86,0.5811,0,0
26,37,591,149,46,0.3087,2,0.0134,6,0.0403,95,0.6376,0,0
26,38,375,102,43,0.4216,13,0.1275,2,0.0196,43,0.4216,1,0.0098
26,39,594,169,52,0.3077,1,0.0059,10,0.0592,101,0.5976,5,0.0296
26,40,380,75,35,0.4667,4,0.0533,3,0.04,31,0.4133,2,0.0267
26,41,603,214,73,0.3411,23,0.1075,12,0.0561,103,0.4813,3,0.014
26,42,424,140,39,0.2786,3,0.0214,10,0.0714,87,0.6214,1,0.0071
26,43,459,92,38,0.413,1,0.0109,2,0.0217,51,0.5543,0,0
26,44,352,96,33,0.3438,9,0.0938,3,0.0313,48,0.5,3,0.0313
26,45,412,64,27,0.4219,9,0.1406,0,0,28,0.4375,0,0
26,46,366,98,37,0.3776,3,0.0306,12,0.1224,45,0.4592,1,0.0102
26,47,511,121,30,0.2479,7,0.0579,5,0.0413,78,0.6446,1,0.0083
26,48,482,156,43,0.2756,4,0.0256,8,0.0513,101,0.6474,0,0
26,49,420,99,27,0.2727,5,0.0505,0,0,65,0.6566,2,0.0202
27,1,739,152,96,0.6316,5,0.0329,13,0.0855,37,0.2434,1,0.0066
27,2,771,261,139,0.5326,41,0.1571,24,0.092,55,0.2107,2,0.0077
27,3,567,115,40,0.3478,37,0.3217,7,0.0609,25,0.2174,6,0.0522
27,4,456,114,36,0.3158,25,0.2193,19,0.1667,32,0.2807,2,0.0175
27,5,676,160,69,0.4313,39,0.2438,8,0.05,37,0.2313,7,0.0438
27,6,578,167,95,0.5689,25,0.1497,12,0.0719,29,0.1737,6,0.0359
27,7,818,229,87,0.3799,8,0.0349,17,0.0742,117,0.5109,0,0
27,8,719,165,72,0.4364,47,0.2848,8,0.0485,32,0.1939,6,0.0364
27,9,305,96,57,0.5938,9,0.0938,4,0.0417,22,0.2292,4,0.0417
27,10,772,267,133,0.4981,62,0.2322,28,0.1049,37,0.1386,7,0.0262
27,11,616,145,94,0.6483,7,0.0483,5,0.0345,37,0.2552,2,0.0138
27,12,432,116,83,0.7155,4,0.0345,6,0.0517,22,0.1897,1,0.0086
27,13,898,329,169,0.5137,61,0.1854,11,0.0334,75,0.228,13,0.0395
27,14,506,107,33,0.3084,35,0.3271,21,0.1963,13,0.1215,5,0.0467
27,15,685,135,62,0.4593,49,0.363,1,0.0074,20,0.1481,3,0.0222
27,16,602,158,91,0.5759,6,0.038,13,0.0823,47,0.2975,1,0.0063
27,17,736,208,78,0.375,38,0.1827,32,0.1538,51,0.2452,9,0.0433
27,18,680,177,74,0.4181,43,0.2429,27,0.1525,26,0.1469,7,0.0395
27,19,686,144,64,0.4444,46,0.3194,7,0.0486,26,0.1806,1,0.0069
27,20,629,141,67,0.4752,34,0.2411,8,0.0567,25,0.1773,7,0.0496
27,21,555,161,118,0.7329,6,0.0373,9,0.0559,26,0.1615,2,0.0124
27,22,623,130,52,0.4,41,0.3154,1,0.0077,30,0.2308,6,0.0462
27,23,611,177,89,0.5028,57,0.322,5,0.0282,22,0.1243,4,0.0226
27,24,752,147,50,0.3401,32,0.2177,4,0.0272,52,0.3537,9,0.0612
27,25,673,177,58,0.3277,43,0.2429,28,0.1582,46,0.2599,2,0.0113
27,26,603,206,88,0.4272,45,0.2184,14,0.068,49,0.2379,10,0.0485
27,27,805,193,89,0.4611,45,0.2332,19,0.0984,31,0.1606,9,0.0466
27,28,273,118,60,0.5085,19,0.161,5,0.0424,31,0.2627,3,0.0254
27,29,740,150,41,0.2733,40,0.2667,5,0.0333,56,0.3733,8,0.0533
27,30,459,123,44,0.3577,24,0.1951,34,0.2764,17,0.1382,4,0.0325
27,31,628,162,58,0.358,59,0.3642,6,0.037,31,0.1914,8,0.0494
27,32,626,161,61,0.3789,31,0.1925,29,0.1801,30,0.1863,10,0.0621
27,33,671,162,80,0.4938,7,0.0432,15,0.0926,55,0.3395,5,0.0309
27,34,704,210,115,0.5476,61,0.2905,3,0.0143,29,0.1381,2,0.0095
27,35,687,172,110,0.6395,2,0.0116,12,0.0698,45,0.2616,3,0.0174
27,36,520,142,65,0.4577,30,0.2113,11,0.0775,32,0.2254,4,0.0282
27,37,657,267,175,0.6554,38,0.1423,11,0.0412,38,0.1423,5,0.0187
27,38,917,351,219,0.6239,38,0.1083,22,0.0627,49,0.1396,23,0.0655
27,39,510,178,64,0.3596,39,0.2191,25,0.1404,38,0.2135,12,0.0674
27,40,826,230,104,0.4522,27,0.1174,11,0.0478,84,0.3652,4,0.0174
27,41,712,234,109,0.4658,68,0.2906,19,0.0812,29,0.1239,9,0.0385
27,42,415,144,82,0.5694,20,0.1389,8,0.0556,32,0.2222,2,0.0139
27,43,661,158,58,0.3671,33,0.2089,24,0.1519,39,0.2468,4,0.0253
27,44,729,172,75,0.436,47,0.2733,3,0.0174,36,0.2093,11,0.064
27,45,724,207,113,0.5459,5,0.0242,26,0.1256,61,0.2947,2,0.0097
27,46,434,135,106,0.7852,2,0.0148,5,0.037,22,0.163,0,0
27,47,512,206,114,0.5534,37,0.1796,3,0.0146,38,0.1845,14,0.068
27,48,898,247,134,0.5425,41,0.166,10,0.0405,53,0.2146,9,0.0364
27,49,612,139,49,0.3525,39,0.2806,24,0.1727,20,0.1439,7,0.0504
27,50,679,182,72,0.3956,43,0.2363,33,0.1813,25,0.1374,9,0.0495
28,1,677,135,47,0.3481,59,0.437,5,0.037,18,0.1333,6,0.0444
28,2,686,158,55,0.3481,53,0.3354,4,0.0253,42,0.2658,4,0.0253
28,3,596,140,48,0.3429,45,0.3214,11,0.0786,31,0.2214,5,0.0357
28,4,532,138,65,0.471,6,0.0435,24,0.1739,42,0.3043,1,0.0072
28,5,340,137,65,0.4745,29,0.2117,15,0.1095,25,0.1825,3,0.0219
28,6,252,137,51,0.3723,22,0.1606,33,0.2409,27,0.1971,4,0.0292
28,7,881,166,67,0.4036,55,0.3313,7,0.0422,33,0.1988,4,0.0241
28,8,488,93,51,0.5484,1,0.0108,13,0.1398,28,0.3011,0,0
28,9,912,187,80,0.4278,58,0.3102,13,0.0695,27,0.1444,9,0.0481
28,10,698,200,94,0.47,12,0.06,41,0.205,52,0.26,1,0.005
28,11,1172,261,86,0.3295,28,0.1073,38,0.1456,103,0.3946,6,0.023
28,12,796,186,79,0.4247,50,0.2688,8,0.043,35,0.1882,14,0.0753
28,13,666,199,82,0.4121,82,0.4121,2,0.0101,19,0.0955,14,0.0704
28,14,752,192,81,0.4219,65,0.3385,7,0.0365,30,0.1563,9,0.0469
28,15,244,85,45,0.5294,26,0.3059,0,0,8,0.0941,6,0.0706
28,16,525,106,52,0.4906,29,0.2736,7,0.066,16,0.1509,2,0.0189
28,17,687,150,49,0.3267,67,0.4467,4,0.0267,26,0.1733,4,0.0267
28,18,454,164,75,0.4573,41,0.25,18,0.1098,26,0.1585,4,0.0244
28,19,553,163,46,0.2822,10,0.0613,27,0.1656,80,0.4908,0,0
28,20,656,183,71,0.388,67,0.3661,7,0.0383,31,0.1694,7,0.0383
28,21,590,156,62,0.3974,55,0.3526,7,0.0449,16,0.1026,16,0.1026
28,22,606,154,57,0.3701,41,0.2662,11,0.0714,33,0.2143,12,0.0779
28,23,974,207,82,0.3961,70,0.3382,10,0.0483,36,0.1739,9,0.0435
28,24,754,143,58,0.4056,46,0.3217,2,0.014,28,0.1958,9,0.0629
28,25,849,234,72,0.3077,63,0.2692,11,0.047,67,0.2863,21,0.0897
28,26,920,184,76,0.413,65,0.3533,6,0.0326,26,0.1413,11,0.0598
28,27,547,180,81,0.45,9,0.05,23,0.1278,65,0.3611,2,0.0111
28,28,644,208,105,0.5048,6,0.0288,42,0.2019,49,0.2356,6,0.0288
28,29,623,82,29,0.3537,31,0.378,9,0.1098,11,0.1341,2,0.0244
28,30,90,39,14,0.359,13,0.3333,5,0.1282,6,0.1538,1,0.0256
28,31,990,267,108,0.4045,81,0.3034,20,0.0749,44,0.1648,14,0.0524
28,32,772,173,76,0.4393,55,0.3179,7,0.0405,25,0.1445,10,0.0578
28,33,895,203,78,0.3842,68,0.335,4,0.0197,42,0.2069,11,0.0542
28,34,1278,257,99,0.3852,73,0.284,12,0.0467,61,0.2374,12,0.0467
28,35,922,203,54,0.266,83,0.4089,23,0.1133,35,0.1724,8,0.0394
28,36,492,127,57,0.4488,23,0.1811,5,0.0394,33,0.2598,9,0.0709
28,37,1059,224,90,0.4018,70,0.3125,14,0.0625,46,0.2054,4,0.0179
28,38,459,108,49,0.4537,27,0.25,3,0.0278,25,0.2315,4,0.037
28,39,583,122,49,0.4016,49,0.4016,3,0.0246,18,0.1475,3,0.0246
28,40,951,208,100,0.4808,54,0.2596,6,0.0288,38,0.1827,10,0.0481
28,41,637,140,57,0.4071,37,0.2643,3,0.0214,38,0.2714,5,0.0357
28,42,828,181,56,0.3094,71,0.3923,5,0.0276,36,0.1989,13,0.0718
28,43,975,208,80,0.3846,76,0.3654,11,0.0529,27,0.1298,14,0.0673
28,44,636,135,54,0.4,48,0.3556,7,0.0519,23,0.1704,3,0.0222
28,45,706,121,62,0.5124,7,0.0579,11,0.0909,39,0.3223,2,0.0165
28,46,1062,281,90,0.3203,17,0.0605,52,0.1851,116,0.4128,6,0.0214
29,1,746,342,142,0.4152,22,0.0643,36,0.1053,138,0.4035,4,0.0117
29,2,1169,372,163,0.4382,96,0.2581,14,0.0376,70,0.1882,29,0.078
29,3,973,272,123,0.4522,82,0.3015,8,0.0294,45,0.1654,14,0.0515
29,4,921,274,114,0.4161,78,0.2847,10,0.0365,53,0.1934,19,0.0693
29,5,770,219,85,0.3881,67,0.3059,4,0.0183,47,0.2146,16,0.0731
29,6,838,182,74,0.4066,53,0.2912,4,0.022,46,0.2527,5,0.0275
29,7,635,248,109,0.4395,39,0.1573,20,0.0806,72,0.2903,8,0.0323
29,8,814,136,51,0.375,48,0.3529,7,0.0515,22,0.1618,8,0.0588
29,9,718,349,140,0.4011,26,0.0745,35,0.1003,136,0.3897,12,0.0344
29,10,753,385,168,0.4364,42,0.1091,37,0.0961,129,0.3351,9,0.0234
29,11,503,139,66,0.4748,34,0.2446,7,0.0504,27,0.1942,5,0.036
29,12,833,286,120,0.4196,66,0.2308,14,0.049,69,0.2413,17,0.0594
29,13,873,243,107,0.4403,78,0.321,9,0.037,43,0.177,6,0.0247
29,14,754,269,93,0.3457,91,0.3383,17,0.0632,46,0.171,22,0.0818
29,15,818,293,121,0.413,64,0.2184,16,0.0546,58,0.198,34,0.116
29,16,848,280,114,0.4071,73,0.2607,12,0.0429,71,0.2536,10,0.0357
29,17,701,204,97,0.4755,53,0.2598,9,0.0441,35,0.1716,10,0.049
29,18,801,227,108,0.4758,55,0.2423,4,0.0176,49,0.2159,11,0.0485
29,19,804,251,106,0.4223,70,0.2789,14,0.0558,48,0.1912,13,0.0518
29,20,1019,322,143,0.4441,96,0.2981,20,0.0621,45,0.1398,18,0.0559
29,21,1083,245,113,0.4612,68,0.2776,12,0.049,42,0.1714,10,0.0408
29,22,733,185,62,0.3351,37,0.2,18,0.0973,59,0.3189,9,0.0486
29,23,714,261,107,0.41,21,0.0805,30,0.1149,99,0.3793,4,0.0153
29,24,703,206,93,0.4515,52,0.2524,10,0.0485,34,0.165,17,0.0825
29,25,833,283,130,0.4594,77,0.2721,19,0.0671,48,0.1696,9,0.0318
29,26,720,268,110,0.4104,58,0.2164,13,0.0485,68,0.2537,19,0.0709
29,27,685,238,92,0.3866,63,0.2647,12,0.0504,52,0.2185,19,0.0798
29,28,1012,314,122,0.3885,110,0.3503,9,0.0287,63,0.2006,10,0.0318
29,29,786,223,109,0.4888,6,0.0269,24,0.1076,84,0.3767,0,0
29,30,732,335,159,0.4746,40,0.1194,19,0.0567,112,0.3343,5,0.0149
29,31,771,223,110,0.4933,4,0.0179,38,0.1704,68,0.3049,3,0.0135
29,32,742,209,85,0.4067,4,0.0191,32,0.1531,84,0.4019,4,0.0191
29,33,499,234,109,0.4658,65,0.2778,7,0.0299,44,0.188,9,0.0385
29,34,444,162,66,0.4074,27,0.1667,15,0.0926,48,0.2963,6,0.037
29,35,668,176,70,0.3977,50,0.2841,10,0.0568,37,0.2102,9,0.0511
29,36,662,231,104,0.4502,64,0.2771,11,0.0476,38,0.1645,14,0.0606
29,37,740,226,78,0.3451,80,0.354,8,0.0354,43,0.1903,17,0.0752
29,38,740,199,77,0.3869,7,0.0352,33,0.1658,76,0.3819,6,0.0302
29,39,780,191,76,0.3979,7,0.0366,26,0.1361,77,0.4031,5,0.0262
29,40,829,291,119,0.4089,89,0.3058,16,0.055,54,0.1856,13,0.0447
29,41,707,238,93,0.3908,66,0.2773,21,0.0882,47,0.1975,11,0.0462
29,42,898,250,98,0.392,90,0.36,10,0.04,42,0.168,10,0.04
29,43,746,317,125,0.3943,37,0.1167,28,0.0883,116,0.3659,11,0.0347
29,44,997,305,111,0.3639,105,0.3443,5,0.0164,64,0.2098,20,0.0656
30,1,749,190,71,0.3737,4,0.0211,24,0.1263,88,0.4632,3,0.0158
30,2,783,216,106,0.4907,4,0.0185,12,0.0556,94,0.4352,0,0
30,3,477,151,59,0.3907,2,0.0132,11,0.0728,78,0.5166,1,0.0066
30,4,740,180,76,0.4222,4,0.0222,29,0.1611,69,0.3833,2,0.0111
30,5,679,121,42,0.3471,5,0.0413,10,0.0826,62,0.5124,2,0.0165
30,6,606,159,88,0.5535,7,0.044,6,0.0377,57,0.3585,1,0.0063
30,7,754,193,73,0.3782,5,0.0259,7,0.0363,106,0.5492,2,0.0104
30,8,814,207,86,0.4155,5,0.0242,14,0.0676,102,0.4928,0,0
30,9,678,154,60,0.3896,10,0.0649,16,0.1039,63,0.4091,5,0.0325
30,10,868,191,88,0.4607,4,0.0209,15,0.0785,82,0.4293,2,0.0105
30,11,697,145,46,0.3172,7,0.0483,5,0.0345,85,0.5862,2,0.0138
30,12,729,152,61,0.4013,5,0.0329,15,0.0987,69,0.4539,2,0.0132
30,13,696,152,71,0.4671,2,0.0132,12,0.0789,67,0.4408,0,0
30,14,577,108,47,0.4352,7,0.0648,3,0.0278,50,0.463,1,0.0093
30,15,542,226,108,0.4779,8,0.0354,24,0.1062,85,0.3761,1,0.0044
30,16,426,85,30,0.3529,7,0.0824,7,0.0824,41,0.4824,0,0
30,17,746,202,82,0.4059,6,0.0297,29,0.1436,83,0.4109,2,0.0099
30,18,798,172,44,0.2558,5,0.0291,12,0.0698,111,0.6453,0,0
30,19,788,146,38,0.2603,0,0,8,0.0548,99,0.6781,1,0.0068
30,20,720,210,72,0.3429,6,0.0286,9,0.0429,123,0.5857,0,0
30,21,569,177,68,0.3842,6,0.0339,16,0.0904,85,0.4802,2,0.0113
30,22,862,188,57,0.3032,5,0.0266,15,0.0798,108,0.5745,3,0.016
30,23,786,150,55,0.3667,9,0.06,9,0.06,76,0.5067,1,0.0067
30,24,828,168,52,0.3095,8,0.0476,9,0.0536,97,0.5774,2,0.0119
30,25,905,202,78,0.3861,4,0.0198,12,0.0594,103,0.5099,5,0.0248
30,26,516,109,51,0.4679,3,0.0275,9,0.0826,46,0.422,0,0
30,27,470,112,50,0.4464,2,0.0179,14,0.125,44,0.3929,2,0.0179
30,28,679,205,93,0.4537,2,0.0098,9,0.0439,99,0.4829,2,0.0098
30,29,523,90,33,0.3667,1,0.0111,3,0.0333,53,0.5889,0,0
30,30,373,61,25,0.4098,0,0,4,0.0656,32,0.5246,0,0
30,31,463,138,56,0.4058,4,0.029,8,0.058,67,0.4855,3,0.0217
30,32,498,136,52,0.3824,2,0.0147,15,0.1103,65,0.4779,2,0.0147
31,1,599,147,52,0.3537,3,0.0204,5,0.034,86,0.585,1,0.0068
31,2,472,138,61,0.442,2,0.0145,7,0.0507,68,0.4928,0,0
31,3,527,146,71,0.4863,1,0.0068,10,0.0685,63,0.4315,1,0.0068
31,4,564,171,57,0.3333,2,0.0117,1,0.0058,107,0.6257,4,0.0234
31,5,488,160,70,0.4375,5,0.0313,4,0.025,81,0.5063,0,0
31,6,431,152,74,0.4868,3,0.0197,7,0.0461,67,0.4408,1,0.0066
31,7,573,138,45,0.3261,1,0.0072,3,0.0217,87,0.6304,2,0.0145
31,8,459,100,49,0.49,4,0.04,6,0.06,41,0.41,0,0
31,9,596,135,69,0.5111,3,0.0222,7,0.0519,54,0.4,2,0.0148
31,10,519,125,59,0.472,3,0.024,8,0.064,54,0.432,1,0.008
31,11,467,112,52,0.4643,4,0.0357,4,0.0357,52,0.4643,0,0
31,12,495,126,61,0.4841,2,0.0159,6,0.0476,57,0.4524,0,0
31,13,608,142,47,0.331,3,0.0211,7,0.0493,83,0.5845,2,0.0141
31,14,479,129,64,0.4961,7,0.0543,11,0.0853,46,0.3566,1,0.0078
31,15,476,124,43,0.3468,6,0.0484,11,0.0887,64,0.5161,0,0
31,16,604,198,39,0.197,2,0.0101,8,0.0404,145,0.7323,4,0.0202
31,17,541,165,66,0.4,6,0.0364,17,0.103,75,0.4545,1,0.0061
31,18,528,159,72,0.4528,4,0.0252,4,0.0252,77,0.4843,2,0.0126
31,19,449,130,58,0.4462,3,0.0231,8,0.0615,61,0.4692,0,0
31,20,479,133,64,0.4812,6,0.0451,5,0.0376,55,0.4135,3,0.0226
31,21,507,140,58,0.4143,2,0.0143,8,0.0571,69,0.4929,3,0.0214
31,22,495,127,35,0.2756,1,0.0079,3,0.0236,88,0.6929,0,0
31,23,503,133,51,0.3835,5,0.0376,6,0.0451,70,0.5263,1,0.0075
31,24,553,190,81,0.4263,4,0.0211,8,0.0421,96,0.5053,1,0.0053
31,25,535,118,46,0.3898,3,0.0254,8,0.0678,59,0.5,2,0.0169
31,26,531,174,80,0.4598,4,0.023,4,0.023,83,0.477,3,0.0172
31,27,619,167,69,0.4132,2,0.012,4,0.024,90,0.5389,2,0.012
31,28,503,116,50,0.431,3,0.0259,6,0.0517,56,0.4828,1,0.0086
31,29,582,197,100,0.5076,9,0.0457,7,0.0355,78,0.3959,3,0.0152
31,30,449,93,43,0.4624,1,0.0108,0,0,46,0.4946,3,0.0323
31,31,472,151,53,0.351,5,0.0331,14,0.0927,79,0.5232,0,0
31,32,478,124,44,0.3548,2,0.0161,8,0.0645,70,0.5645,0,0
31,33,480,134,48,0.3582,2,0.0149,12,0.0896,72,0.5373,0,0
31,34,528,134,56,0.4179,10,0.0746,11,0.0821,57,0.4254,0,0
31,35,573,172,69,0.4012,2,0.0116,10,0.0581,90,0.5233,1,0.0058
31,36,512,175,73,0.4171,2,0.0114,17,0.0971,82,0.4686,1,0.0057
31,37,493,138,64,0.4638,3,0.0217,6,0.0435,63,0.4565,2,0.0145
31,38,554,128,56,0.4375,3,0.0234,2,0.0156,67,0.5234,0,0
31,39,559,146,33,0.226,4,0.0274,6,0.0411,102,0.6986,1,0.0068
31,40,569,149,49,0.3289,3,0.0201,12,0.0805,81,0.5436,4,0.0268
31,41,580,127,50,0.3937,1,0.0079,0,0,75,0.5906,1,0.0079
32,1,881,184,99,0.538,4,0.0217,15,0.0815,64,0.3478,2,0.0109
32,2,686,170,93,0.5471,3,0.0176,19,0.1118,53,0.3118,2,0.0118
32,3,755,285,93,0.3263,6,0.0211,22,0.0772,162,0.5684,2,0.007
32,4,685,213,114,0.5352,5,0.0235,31,0.1455,62,0.2911,1,0.0047
32,5,690,211,107,0.5071,0,0,31,0.1469,71,0.3365,2,0.0095
32,6,693,163,97,0.5951,5,0.0307,12,0.0736,49,0.3006,0,0
32,7,745,197,108,0.5482,7,0.0355,17,0.0863,62,0.3147,3,0.0152
32,8,818,165,109,0.6606,2,0.0121,11,0.0667,42,0.2545,1,0.0061
32,9,745,212,110,0.5189,3,0.0142,17,0.0802,81,0.3821,1,0.0047
32,10,792,194,112,0.5773,9,0.0464,13,0.067,60,0.3093,0,0
32,11,607,241,72,0.2988,6,0.0249,10,0.0415,152,0.6307,1,0.0041
32,12,599,216,66,0.3056,6,0.0278,13,0.0602,128,0.5926,3,0.0139
32,13,747,173,114,0.659,4,0.0231,16,0.0925,38,0.2197,1,0.0058
32,14,641,206,63,0.3058,2,0.0097,21,0.1019,119,0.5777,1,0.0049
32,15,708,197,96,0.4873,9,0.0457,17,0.0863,75,0.3807,0,0
32,16,659,217,85,0.3917,3,0.0138,22,0.1014,104,0.4793,3,0.0138
32,17,705,244,75,0.3074,6,0.0246,22,0.0902,139,0.5697,2,0.0082
32,18,653,171,118,0.6901,1,0.0058,12,0.0702,40,0.2339,0,0
32,19,705,169,68,0.4024,4,0.0237,16,0.0947,79,0.4675,2,0.0118
32,20,700,268,61,0.2276,10,0.0373,13,0.0485,180,0.6716,4,0.0149
32,21,707,246,122,0.4959,2,0.0081,20,0.0813,97,0.3943,5,0.0203
32,22,832,284,86,0.3028,8,0.0282,20,0.0704,166,0.5845,4,0.0141
32,23,696,210,110,0.5238,2,0.0095,30,0.1429,68,0.3238,0,0
32,24,626,99,62,0.6263,3,0.0303,10,0.101,24,0.2424,0,0
32,25,728,185,92,0.4973,2,0.0108,16,0.0865,74,0.4,1,0.0054
32,26,740,252,85,0.3373,0,0,26,0.1032,140,0.5556,1,0.004
32,27,626,197,127,0.6447,6,0.0305,5,0.0254,58,0.2944,1,0.0051
32,28,747,236,75,0.3178,7,0.0297,14,0.0593,137,0.5805,3,0.0127
32,29,682,238,107,0.4496,5,0.021,14,0.0588,112,0.4706,0,0
32,30,703,156,112,0.7179,5,0.0321,6,0.0385,33,0.2115,0,0
32,31,683,190,110,0.5789,4,0.0211,16,0.0842,59,0.3105,1,0.0053
32,32,727,201,104,0.5174,3,0.0149,21,0.1045,73,0.3632,0,0
